2.09331785e+02 -4.73744123e+01 8.84615338e+02 -1.18359373e+00 -2.82506084e+01 2.08225207e-01 -2.37772321e+00 7.46407105e+00 -2.00813195e+01 2.50305999e+00 3.53269634e-01 -8.48736754e-03 1.64724392e+00 -9.50057226e+00 -1.98589088e+01 2.47630880e+00 3.51739194e-01 -1.33868479e-02 2.51769869e-01 1.26026362e+01 -4.15332183e+00 1.67717002e+00 3.00390465e-01 -6.41756579e+00 -9.65901308e-02 1.59771108e-01 -1.10486213e+00 2.54966071e-02 3.91409210e+00 -4.70890912e+00 -9.43034704e-01 -6.54645142e+00 4.93699122e-02 -3.61945697e-01 -1.06859538e+00 2.64696128e-02 5.95368959e-01 9.09189946e-03
1.94915223e+02 -3.60311581e+01 8.83656331e+02 4.85306602e+00 -2.73938912e+01 5.21919565e-01 -1.98423906e+00 9.45917983e+00 -1.98350045e+01 2.41981995e+00 3.23112621e-01 4.95194817e-02 1.80184908e+00 -7.59426864e+00 -1.94606990e+01 2.41224834e+00 3.23813634e-01 3.97175503e-02 2.30524811e-01 1.19557609e+01 -3.82583044e+00 1.92401273e+00 3.53293629e-01 -6.25693210e+00 -9.56587034e-02 1.76423492e-01 -1.07835554e+00 2.57959341e-02 3.60666085e+00 -4.69366353e+00 -9.40722363e-01 -6.36859807e+00 4.89044565e-02 -3.61683216e-01 -1.03879940e+00 2.66868688e-02 5.58109318e-01 8.33157513e-03
1.80498661e+02 -2.46879039e+01 8.82697323e+02 1.08897258e+01 -2.65371739e+01 8.35613922e-01 -1.59075491e+00 1.14542886e+01 -1.95886895e+01 2.33657990e+00 2.92955608e-01 1.07526331e-01 1.95645424e+00 -5.68796502e+00 -1.90624892e+01 2.34818789e+00 2.95888074e-01 9.28219485e-02 2.09279753e-01 1.13088856e+01 -3.49833906e+00 2.17085544e+00 4.06196792e-01 -6.09629842e+00 -9.47272760e-02 1.93075877e-01 -1.05184896e+00 2.60952612e-02 3.29922959e+00 -4.67841794e+00 -9.38410022e-01 -6.19074473e+00 4.84390009e-02 -3.61420734e-01 -1.00900343e+00 2.69041248e-02 5.20849678e-01 7.57125081e-03
1.66082099e+02 -1.33446496e+01 8.81738316e+02 1.69263855e+01 -2.56804567e+01 1.14930828e+00 -1.19727076e+00 1.34493974e+01 -1.93423746e+01 2.25333985e+00 2.62798595e-01 1.65533180e-01 2.11105940e+00 -3.78166140e+00 -1.86642795e+01 2.28412743e+00 2.67962514e-01 1.45926347e-01 1.88034695e-01 1.06620103e+01 -3.17084767e+00 2.41769816e+00 4.59099955e-01 -5.93566473e+00 -9.37958485e-02 2.09728261e-01 -1.02534237e+00 2.63945883e-02 2.99179834e+00 -4.66317234e+00 -9.36097681e-01 -6.01289138e+00 4.79735452e-02 -3.61158253e-01 -9.79207462e-01 2.71213807e-02 4.83590037e-01 6.81092648e-03
1.51665536e+02 -2.00139542e+00 8.80779309e+02 2.29630452e+01 -2.48237394e+01 1.46300264e+00 -8.03786609e-01 1.54445062e+01 -1.90960596e+01 2.17009980e+00 2.32641582e-01 2.23540030e-01 2.26566456e+00 -1.87535778e+00 -1.82660697e+01 2.22006698e+00 2.40036953e-01 1.99030745e-01 1.66789637e-01 1.00151350e+01 -2.84335629e+00 2.66454087e+00 5.12003119e-01 -5.77503104e+00 -9.28644211e-02 2.26380646e-01 -9.98835787e-01 2.66939154e-02 2.68436708e+00 -4.64792675e+00 -9.33785340e-01 -5.83503803e+00 4.75080896e-02 -3.60895772e-01 -9.49411491e-01 2.73386367e-02 4.46330396e-01 6.05060216e-03
1.35045298e+02 2.20342731e-01 8.81089120e+02 2.18773854e+01 -2.21009123e+01 1.37190347e+00 -6.64355921e-01 1.51054849e+01 -1.80896085e+01 2.49608505e+00 2.49652831e-01 2.11514803e-01 2.07807988e+00 -2.18291458e+00 -1.73173328e+01 2.54352533e+00 2.56658661e-01 1.88671765e-01 1.46478155e-01 9.35687441e+00 -2.51067401e+00 2.90769576e+00 5.64181690e-01 -5.61106222e+00 -9.18778508e-02 2.42806502e-01 -9.71781715e-01 2.69959953e-02 2.37096947e+00 -4.64046005e+00 -9.33070005e-01 -5.65456909e+00 4.70939976e-02 -3.61145440e-01 -9.19178834e-01 2.75622319e-02 4.08414970e-01 5.31790076e-03
1.18425060e+02 2.44208088e+00 8.81398932e+02 2.07917256e+01 -1.93780851e+01 1.28080430e+00 -5.24925234e-01 1.47664637e+01 -1.70831575e+01 2.82207030e+00 2.66664079e-01 1.99489576e-01 1.89049520e+00 -2.49047139e+00 -1.63685960e+01 2.86698368e+00 2.73280368e-01 1.78312786e-01 1.26166672e-01 8.69861382e+00 -2.17799173e+00 3.15085066e+00 6.16360261e-01 -5.44709340e+00 -9.08912804e-02 2.59232358e-01 -9.44727643e-01 2.72980752e-02 2.05757187e+00 -4.63299334e+00 -9.32354670e-01 -5.47410014e+00 4.66799056e-02 -3.61395107e-01 -8.88946176e-01 2.77858272e-02 3.70499543e-01 4.58519936e-03
1.01804822e+02 4.66381903e+00 8.81708744e+02 1.97060657e+01 -1.66552580e+01 1.18970513e+00 -3.85494547e-01 1.44274424e+01 -1.60767064e+01 3.14805555e+00 2.83675327e-01 1.87464349e-01 1.70291052e+00 -2.79802820e+00 -1.54198591e+01 3.19044203e+00 2.89902075e-01 1.67953806e-01 1.05855190e-01 8.04035324e+00 -1.84530945e+00 3.39400555e+00 6.68538832e-01 -5.28312457e+00 -8.99047101e-02 2.75658214e-01 -9.17673571e-01 2.76001551e-02 1.74417426e+00 -4.62552664e+00 -9.31639335e-01 -5.29363119e+00 4.62658137e-02 -3.61644775e-01 -8.58713519e-01 2.80094224e-02 3.32584117e-01 3.85249796e-03
8.51845837e+01 6.88555718e+00 8.82018555e+02 1.86204059e+01 -1.39324309e+01 1.09860596e+00 -2.46063859e-01 1.40884212e+01 -1.50702554e+01 3.47404080e+00 3.00686576e-01 1.75439122e-01 1.51532585e+00 -3.10558500e+00 -1.44711223e+01 3.51390038e+00 3.06523783e-01 1.57594827e-01 8.55437072e-02 7.38209266e+00 -1.51262717e+00 3.63716045e+00 7.20717403e-01 -5.11915575e+00 -8.89181397e-02 2.92084069e-01 -8.90619499e-01 2.79022350e-02 1.43077665e+00 -4.61805993e+00 -9.30924000e-01 -5.11316224e+00 4.58517217e-02 -3.61894443e-01 -8.28480861e-01 2.82330176e-02 2.94668691e-01 3.11979655e-03
6.85643456e+01 9.10729532e+00 8.82328367e+02 1.75347461e+01 -1.12096038e+01 1.00750679e+00 -1.06633172e-01 1.37493999e+01 -1.40638043e+01 3.80002604e+00 3.17697824e-01 1.63413895e-01 1.32774117e+00 -3.41314181e+00 -1.35223854e+01 3.83735873e+00 3.23145490e-01 1.47235847e-01 6.52322247e-02 6.72383208e+00 -1.17994489e+00 3.88031534e+00 7.72895975e-01 -4.95518693e+00 -8.79315694e-02 3.08509925e-01 -8.63565428e-01 2.82043149e-02 1.11737904e+00 -4.61059323e+00 -9.30208665e-01 -4.93269330e+00 4.54376297e-02 -3.62144110e-01 -7.98248204e-01 2.84566128e-02 2.56753264e-01 2.38709515e-03
